Retailer ID,Retailer Name,Retailer SKU,UPC,Model Number,Title,Brand,Category,Subcategory,Week ID,Week Ending,Review Date,Review ID,Review Stars,Is Verified,Has Response,Review Text,Review Title,Reviews Url,Reviewer
1,Amazon.com,B004N731ZM,7.96434E+11,7312,SKYN Non-Latex Lubricated Condoms  12 Count,SKYN,Sexual Wellness,Condoms,202245,11/12/2022,11/8/2022,R2FK9H0JCQKXI8,3,yes,no, I threw this away because I received a warning from Amazon saying that the quality of the product is unsatisfactory. , Threw Away ,https://www.amazon.com/gp/customer-reviews/R2FK9H0JCQKXI8/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B004N731ZM,Aurora
1,Amazon.com,B07N1HWVRQ,,,SKYN All Night Long Premium Silicone-Based Lubricant  2.7 Ounce,SKYN,Sexual Wellness,Sex Lubricants,202245,11/12/2022,11/8/2022,R1SDGLF5F8EDHZ,2,yes,no," GARBAGEDoesnt last like the other BIG BRAND SELLERS  instead of applying every 20-30min. You're applying this SKYN brand 5-10min. 2 sessions and the bottle was GONE for me, i like to tke my time a little more than most i would say, but when i say ""MOVE"" or ""ASTROGLIDE"" is better, find those brands and you'll be happy, happy, happy "," its a failed brand/a 100% inferior product when compared to ""ASTRO""G"" or ""MOVE"" ",https://www.amazon.com/gp/customer-reviews/R1SDGLF5F8EDHZ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07N1HWVRQ,WMX
1,Amazon.com,B000VB95VS,70907069035,6903,Lifestyles 6903 Lifestyles Vibrating Ring  3-Count Package,LifeStyles,Sexual Wellness,Sex Toys,202245,11/12/2022,11/8/2022,R2CD0S7UETF69A,1,yes,no, NEVER WORKED ! , DOESN'T WORK ! ,https://www.amazon.com/gp/customer-reviews/R2CD0S7UETF69A/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B000VB95VS,Jeffrey Kohl
1,Amazon.com,B0735Q681B,7.54465E+11,70907205419,SKYN Elite – 36 Count – Ultra-Thin  Lubricated Latex-Free Condoms,SKYN,Sexual Wellness,Condoms,202245,11/12/2022,11/7/2022,R35DMSAY3C0APK,5,yes,no, They actually come with a nice scent and doesn’t bother me  usually I’m sensitive but these are great! , Amazing ,https://www.amazon.com/gp/customer-reviews/R35DMSAY3C0APK/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0735Q681B,Jasmine
1,Amazon.com,B00IOV2S9I,70907271100,2076404,SKYN Selection Non-Latex Lubricated Condom Variety Pack  10 Count (2076404),SKYN,Sexual Wellness,Condoms,202245,11/12/2022,11/7/2022,R327F4SRQZNM91,5,yes,no, I feel a lot more then y’all think until y’all try these. They don’t rip either. Better then Trojan  Trojans have always ripped on me. , They don’t rip ,https://www.amazon.com/gp/customer-reviews/R327F4SRQZNM91/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00IOV2S9I,Sebastian Perez
1,Amazon.com,B08Y5ZQS5Y,,,SKYN Excitation – 12 Count – Lubricated Latex-Free Condoms – Stimulating Studs with Cooling Effect for Her​,SKYN,Sexual Wellness,Condoms,202245,11/12/2022,11/7/2022,R3IR1UNUOE7JMD,5,yes,no, 👍👍👍👍👍👍👍👍👍 , 👍👍👍👍👍👍👍👍👍👍👍👍👍👍 ,https://www.amazon.com/gp/customer-reviews/R3IR1UNUOE7JMD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08Y5ZQS5Y,Allison
1,Amazon.com,B004TTX9TW,70907017128,1712,LifeStyles Ultra Sensitive Natural Feeling Lubricated Latex Condoms  12 Count,LifeStyles,Sexual Wellness,Condoms,202245,11/12/2022,11/7/2022,R1CQVOEHFY6AV3,5,no,no, I used these to bang some trashy hooker in Vegas. No diseases! , Good for banging hooker ,https://www.amazon.com/gp/customer-reviews/R1CQVOEHFY6AV3/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B004TTX9TW,Matthew Ryan Strickland
1,Amazon.com,B079JMHGN8,,20939,SKYN Extra Studded Condoms Non-Latex Ultra Thin Natural Feel with SKYNFEEL Technology 22 Count Box,SKYN,Sexual Wellness,Condoms,202245,11/12/2022,11/7/2022,R2M23KX46EQ9V7,5,yes,no, No babies and it’s not the worst one I’ve used , It’s a condom ,https://www.amazon.com/gp/customer-reviews/R2M23KX46EQ9V7/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B079JMHGN8,Ty
1,Amazon.com,B007ZLL2LS,,7512,"SKYN Elite Extra Lube – Ultra-Thin  Lubricated Latex-Free Condoms – Ultra-Silky Lubrication for Maximum Comfort​, 12 Count (Pack of 1)",SKYN,Sexual Wellness,Condoms,202245,11/12/2022,11/7/2022,R3C2QXHGOYW0L2,5,yes,no," I have always used Skyn condoms  I have never had a reaction with them like others, and they fit extremely well, sometimes I forget its even on. I especially like the extra lubed ones, although I typically need more lube anyway. Very good condoms, especially if you have a latex allergy. ", Best Non-Latex Condoms Around ,https://www.amazon.com/gp/customer-reviews/R3C2QXHGOYW0L2/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B007ZLL2LS,Jaron Munnik
1,Amazon.com,B07RC5LH91,,179,Lifestyles Ultra Sensitive Platinum Condoms  12 Count,LifeStyles,Sexual Wellness,Condoms,202245,11/12/2022,11/7/2022,R1AIVJSINMSIVP,3,yes,no, These are some of the most rough condoms I’ve ever bought unfortunately I’ve had some different ones from this same company and they were the best condoms I’ve ever bought. I can’t find those anywhere on amazon though. Was disappointed by these rubbed me raw even with lube. , Kind of rough ,https://www.amazon.com/gp/customer-reviews/R1AIVJSINMSIVP/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07RC5LH91,Amazon Customer
1,Amazon.com,B08Y5ZQS5Y,,,SKYN Excitation – 12 Count – Lubricated Latex-Free Condoms – Stimulating Studs with Cooling Effect for Her​,SKYN,Sexual Wellness,Condoms,202245,11/12/2022,11/7/2022,RA7DLFO6HZROM,1,yes,no, If you don't like menthol or peppermint in or on your coochie just go with regular studded condoms. This was NOT comfortable for my wife. , Minty. Menthol feeling. ,https://www.amazon.com/gp/customer-reviews/RA7DLFO6HZROM/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08Y5ZQS5Y,Sean Liam Butler
1,Amazon.com,B0735Q681B,7.54465E+11,70907205419,SKYN Elite – 36 Count – Ultra-Thin  Lubricated Latex-Free Condoms,SKYN,Sexual Wellness,Condoms,202245,11/12/2022,11/6/2022,R374VA6V47JYX,5,yes,no, Bought these because all the latex condoms we tried hurt me. I’ve never had any discomfort with these. I used them for over 3 years as my only form of birth control and I never got pregnant  so either they work or I’m infertile 🤷🏽‍♀️ Either way it’s no mess + no stress = success. , No pain and I’m not pregnant = success ,https://www.amazon.com/gp/customer-reviews/R374VA6V47JYX/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0735Q681B,Emily Abigail
1,Amazon.com,B004TTX9TW,70907017128,1712,LifeStyles Ultra Sensitive Natural Feeling Lubricated Latex Condoms  12 Count,LifeStyles,Sexual Wellness,Condoms,202245,11/12/2022,11/6/2022,R2W03BZCNZPPCR,1,yes,no, My bf and i couldn’t feel any sensation and it was too tight on him. , Too thick ,https://www.amazon.com/gp/customer-reviews/R2W03BZCNZPPCR/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B004TTX9TW,Lexi desiree
1,Amazon.com,B00JKDH7WM,8.84197E+11,7124,"SKYN Selection – 24 Count (10 Original  6 Extra Studded, 8 Extra Lube) – Lubricated Latex-Free Condoms",SKYN,Sexual Wellness,Condoms,202245,11/12/2022,11/6/2022,R2LR46NWMVAJNT,1,yes,no, Product itself is fine  took over a month before I finally just asked for a refund. Kept being delayed , Took forever ,https://www.amazon.com/gp/customer-reviews/R2LR46NWMVAJNT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00JKDH7WM,Daniel Martinez
1,Amazon.com,B001NE5K2A,,7401,Lifestyles Warm Lovin Personal Lubricant,LifeStyles,Sexual Wellness,Sex Lubricants,202245,11/12/2022,11/6/2022,R1G7WA9TBAX4WG,1,yes,no, No warm feeling at all. Just a lube in my opinion , No warming ,https://www.amazon.com/gp/customer-reviews/R1G7WA9TBAX4WG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B001NE5K2A,Jeff 
1,Amazon.com,B0735Q681B,7.54465E+11,70907205419,SKYN Elite – 36 Count – Ultra-Thin  Lubricated Latex-Free Condoms,SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/5/2022,R10J5434LEHA5A,5,yes,no, Great , Great ,https://www.amazon.com/gp/customer-reviews/R10J5434LEHA5A/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0735Q681B,Derek Porter
1,Amazon.com,B09TQ6Q6Q9,,,SKYN Elite Extra Lubricated Condoms  36 Count,SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/5/2022,R3CWW4ZWRG04YA,5,yes,no, Great condoms have good lube , Great condoms ,https://www.amazon.com/gp/customer-reviews/R3CWW4ZWRG04YA/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09TQ6Q6Q9,Warnicorn 
1,Amazon.com,B07N1HWVRQ,,,SKYN All Night Long Premium Silicone-Based Lubricant  2.7 Ounce,SKYN,Sexual Wellness,Sex Lubricants,202244,11/5/2022,11/5/2022,R1AFJW6T4GXGFS,4,no,no, Gets silky , Great lube ,https://www.amazon.com/gp/customer-reviews/R1AFJW6T4GXGFS/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07N1HWVRQ,Warnicorn 
1,Amazon.com,B08Y5ZQS5Y,,,SKYN Excitation – 12 Count – Lubricated Latex-Free Condoms – Stimulating Studs with Cooling Effect for Her​,SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/4/2022,RUDGMMOAY4QSF,5,yes,no, Okay , Like ,https://www.amazon.com/gp/customer-reviews/RUDGMMOAY4QSF/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08Y5ZQS5Y,Liz
1,Amazon.com,B0013V866A,70907079010,7901,SKYN EXCITE Female Sexual Stimulating Gel  0.5 Ounce,SKYN,Sexual Wellness,Performance Enhancers & Stimulants,202244,11/5/2022,11/4/2022,R3JEUYIJTD0105,5,yes,no, Ran out in a week lmao , Love ,https://www.amazon.com/gp/customer-reviews/R3JEUYIJTD0105/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0013V866A,Liz
1,Amazon.com,B004TTXA7I,70907273241,7324,SKYN Original Condoms  24 Count (Pack of 1),SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/4/2022,R2T3O9A6H5IJLQ,5,yes,no," Have you ever wondered what your friends or family knows about sex that you don't know  or what products they use to enhance the romance? Well..for us; it's these condoms! They're durable, tight, don't remind you of spring rolls, and don't leave any unwanted residues in your mouth. Nthey were reccomended to us from a friend and our minds were blown. Try them once and it probably won't be the last! ", We'll NEVER go back to other kinds! ,https://www.amazon.com/gp/customer-reviews/R2T3O9A6H5IJLQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B004TTXA7I,Joshua
1,Amazon.com,B004TTXA7I,70907273241,7324,SKYN Original Condoms  24 Count (Pack of 1),SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/4/2022,R2HL6WB8YN9LP1,5,yes,no," I got the package on time which is good but the box did come a little damaged  not very worried though as everything inside was good, all 24 were there and came unharmed. I opened one and wanted to see how durable they could be before using with my partner since this is my first time using this brand and we don't want any little spawns yet. I think it's safe to say they held up pretty well so unless you're trying to forcefully rip it it should be good. The condoms come lubricated and feel nicer than expected, I think we'll be sticking with this brand unless we find something else but yeah will definitely buy again when we run out! ", Durable and worth it ,https://www.amazon.com/gp/customer-reviews/R2HL6WB8YN9LP1/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B004TTXA7I,Cindy Lujan
1,Amazon.com,B079JMHGN8,,20939,SKYN Extra Studded Condoms Non-Latex Ultra Thin Natural Feel with SKYNFEEL Technology 22 Count Box,SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/4/2022,R3O55WKRYOB8B3,5,yes,no, Okay , Okay ,https://www.amazon.com/gp/customer-reviews/R3O55WKRYOB8B3/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B079JMHGN8,Liz
1,Amazon.com,B004TTXA3W,8.91152E+11,2076453,"SKYN Polyisoprene Large Condoms  Natural, 12 Count",SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/4/2022,R1IIWSWIMMC1TV,5,yes,no, It’s like sticking my d*** in a bag full of puppy ears , Sexcellent ,https://www.amazon.com/gp/customer-reviews/R1IIWSWIMMC1TV/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B004TTXA3W,Kyle Ferber
1,Amazon.com,B09TQ6P9YT,,,"SKYN Selection Non-Latex Condoms - Contains SKYN Elite  Original, Excitation, Extra Lube, Condoms, 36 Count",SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/4/2022,R29QVVF8FQMXUT,3,yes,no, While some condoms were good the ribbed one which are suppose to give more pleasure was meh. So I do not use those. , Some are useful ,https://www.amazon.com/gp/customer-reviews/R29QVVF8FQMXUT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09TQ6P9YT,KurumiAngel
1,Amazon.com,B0735Q681B,7.54465E+11,70907205419,SKYN Elite – 36 Count – Ultra-Thin  Lubricated Latex-Free Condoms,SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/3/2022,R1JC974YR6YPPC,5,yes,no, Feels the same as everything else , Feels nice ,https://www.amazon.com/gp/customer-reviews/R1JC974YR6YPPC/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0735Q681B,jonathan law
1,Amazon.com,B079JTGC5V,,,SKYN Elite – 22 Count – Ultra-Thin  Lubricated Latex-Free Condoms,SKYN,Sexual Wellness,Sex Care,202244,11/5/2022,11/3/2022,R2CBA6SQLQE4TT,2,yes,no, Kind of funny but too small. , Too small ,https://www.amazon.com/gp/customer-reviews/R2CBA6SQLQE4TT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B079JTGC5V,Rebecca
1,Amazon.com,B09TQ5TW7W,,,SKYN Elite Large Non-Latex Condoms  36 Count,SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/3/2022,R2KH7EZKKIOPTP,1,no,no," I used these condoms for a long time and loved the way they feel until one broke on me. We didn’t have sex for a long session or rough sex and the condom broke when I came. I immediately tossed all boxes I had and I’m recommending nobody to buy them unless you want to risk getting pregnant. I also didn’t notice it was even broken til my partner told me and we looked and it was leaking from the tip in a small hole  it was dripping out, meaning it broke from normal wear, not from improper use. ", Don’t use unless you are okay with getting pregnant ,https://www.amazon.com/gp/customer-reviews/R2KH7EZKKIOPTP/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09TQ5TW7W,Mr. Gray
1,Amazon.com,B07BKJQZD4,,,SKYN Vibes Premium Massager – Rechargeable Vibrating Massager with 20 Speeds for Personalized Experiences​,SKYN,Sexual Wellness,Sex Toys,202244,11/5/2022,11/2/2022,R25PUSM2DGHL08,5,yes,no, Such a great price for such good strength and so many settings. , Can’t believe the quality for the price! ,https://www.amazon.com/gp/customer-reviews/R25PUSM2DGHL08/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07BKJQZD4,Jane
1,Amazon.com,B004TTXA3W,8.91152E+11,2076453,"SKYN Polyisoprene Large Condoms  Natural, 12 Count",SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/2/2022,R1TQ1DMH4TLT6W,5,yes,no, Very  very good piece. , Really good condom ,https://www.amazon.com/gp/customer-reviews/R1TQ1DMH4TLT6W/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B004TTXA3W,Julio Acosta
1,Amazon.com,B0735Q681B,7.54465E+11,70907205419,SKYN Elite – 36 Count – Ultra-Thin  Lubricated Latex-Free Condoms,SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/1/2022,R3EH95AOHNMO6R,5,yes,no, Great product and a large package. , A great product ,https://www.amazon.com/gp/customer-reviews/R3EH95AOHNMO6R/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0735Q681B,ivan
1,Amazon.com,B00WX0RJVS,8.85893E+11,2076438,SKYN Elite Condoms  10 Count (Pack of 1),SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/1/2022,R1AFU28QD50NT1,4,yes,no, No irritation and they feel good , No irritation ,https://www.amazon.com/gp/customer-reviews/R1AFU28QD50NT1/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00WX0RJVS,Jessica Harris
1,Amazon.com,B004TTXA3W,8.91152E+11,2076453,"SKYN Polyisoprene Large Condoms  Natural, 12 Count",SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/1/2022,R12IEFCD9SMDWG,4,yes,no, No irritation and they feel good , No irritation ,https://www.amazon.com/gp/customer-reviews/R12IEFCD9SMDWG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B004TTXA3W,Jessica Harris
1,Amazon.com,B07RC5LH91,,179,Lifestyles Ultra Sensitive Platinum Condoms  12 Count,LifeStyles,Sexual Wellness,Condoms,202244,11/5/2022,11/1/2022,R6G7KJQ5MMK4A,2,yes,no, They are just really uncomfortable and small , Very small and uncomfortable ,https://www.amazon.com/gp/customer-reviews/R6G7KJQ5MMK4A/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07RC5LH91,Miguel Salgado
1,Amazon.com,B0735Q681B,7.54465E+11,70907205419,SKYN Elite – 36 Count – Ultra-Thin  Lubricated Latex-Free Condoms,SKYN,Sexual Wellness,Condoms,202244,11/5/2022,11/1/2022,R1AVMMWFF1KMP0,1,yes,no, Something about this condom makes me go soft. Twice in a row I've had this problem so I've discarded the whole box. I'm sexually frustrated right now! , Something about this condom makes me go soft. ,https://www.amazon.com/gp/customer-reviews/R1AVMMWFF1KMP0/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0735Q681B,Brad
1,Amazon.com,B0B7QM366C,,,"SKYN Selection Non-Latex Condoms - 24 Count - New Variety - SKYN Original  Excitation, Elite & Elite Extra Lube",SKYN,Sexual Wellness,Condoms,202244,11/5/2022,10/31/2022,R10V5F81CXS3UW,5,yes,no, Good price and fast shipping , Good price. Fast shipping ,https://www.amazon.com/gp/customer-reviews/R10V5F81CXS3UW/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0B7QM366C,James Merriman
